what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1277728720191
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1277728721508
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1277728721693
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1277728723674
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728733868
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728741598
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1277728741600
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1277728741601
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728771661
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728784811
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728797001
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728800622
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728811832
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728829911
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728832039
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728832810
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1277728832812
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1277728836316
started,bundle,org.eclipse.pde.core,3.5.0.v20090602,"org.eclipse.pde.core",1277728839654
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728845068
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728845249
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728871902
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728886908
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728892579
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728914026
