what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1277728915049
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728928089
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728936648
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728939298
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728947216
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1277728948668
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728952047
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277728969951
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277729000068
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277729006589
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277729025131
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277729043702
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1277729043711
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277729136480
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277729200135
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1277729203578
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1277729203695
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1277729204055
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1277729204302
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1277729206312
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1277729233541
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1277729244974
started,bundle,org.eclipse.mylyn.java.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.ui",1277729249574
started,bundle,org.eclipse.pde.api.tools,1.0.100.v20090526,"org.eclipse.pde.api.tools",1277729250030
started,bundle,org.eclipse.pde.api.tools.ui,1.0.100.v20090526,"org.eclipse.pde.api.tools.ui",1277729250032
